,No_Of_Rooms,locality,lease_type,gym,lift,swimming_pool,negotiable,furnishing,parking,property_size,property_age,bathroom,facing,cup_board,floor,total_floor,water_supply,building_type,balconies,rent,true_count
4607,BHK1,"Thubarahalli, Munnekollal, Bengaluru, Karnataka, India",ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,2.0,1.0,E,0.0,4.0,5.0,BOREWELL,IF,1.0,13500.0,1
4608,BHK3,Varthur,ANYONE,0,0,0,1,FULLY_FURNISHED,BOTH,1550,4.0,3.0,E,3.0,0.0,2.0,BOREWELL,IF,1.0,24997.0,3
4609,BHK2,Varthur,ANYONE,1,1,0,0,SEMI_FURNISHED,BOTH,1085,0.0,2.0,E,3.0,1.0,5.0,CORP_BORE,AP,2.0,16000.0,13
4610,BHK3,"Thubarahalli,Whitefield",FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1680,3.0,3.0,E,3.0,3.0,4.0,BOREWELL,AP,3.0,25000.0,13
4611,BHK2,Gunjur Village,ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,1163,0.0,2.0,E,4.0,3.0,11.0,BOREWELL,AP,2.0,21000.0,13
4612,BHK2,Domlur,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1000,15.0,2.0,N,2.0,1.0,4.0,CORP_BORE,IF,2.0,27500.0,6
4613,BHK1,BTM 2nd Stage,ANYONE,0,0,0,0,SEMI_FURNISHED,NONE,600,13.0,1.0,E,2.0,2.0,3.0,CORPORATION,IF,0.0,12500.0,1
4614,BHK1,Murugeshpalya,ANYONE,0,0,0,1,SEMI_FURNISHED,FOUR_WHEELER,650,10.0,1.0,E,1.0,4.0,4.0,BOREWELL,AP,1.0,15000.0,3
4615,BHK3,Whitefield,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1453,3.0,3.0,E,3.0,3.0,4.0,CORP_BORE,AP,2.0,20500.0,15
4616,BHK2,Kasavanahalli,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1200,2.0,2.0,N,2.0,1.0,5.0,CORP_BORE,AP,2.0,21000.0,12
4617,BHK2,Ejipura,ANYONE,0,0,0,0,NOT_FURNISHED,TWO_WHEELER,1200,8.0,1.0,E,0.0,1.0,2.0,CORP_BORE,IF,1.0,15000.0,0
4618,BHK2,"EPIP Zone,Whitefield",FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1286,4.0,2.0,E,2.0,0.0,4.0,CORP_BORE,AP,2.0,26000.0,17
4619,BHK2,Basavanagudi,FAMILY,0,1,0,1,NOT_FURNISHED,BOTH,1200,8.0,2.0,N,0.0,3.0,4.0,CORP_BORE,AP,2.0,35000.0,12
4620,BHK1,Venkatapura,FAMILY,0,0,0,0,NOT_FURNISHED,TWO_WHEELER,600,6.0,1.0,N,0.0,2.0,2.0,CORP_BORE,IF,0.0,11000.0,3
4621,BHK2,Ashok Nagar,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1050,5.0,2.0,E,2.0,0.0,3.0,CORP_BORE,IH,0.0,15000.0,0
4622,BHK3,Kasavanahalli,ANYONE,1,1,0,1,SEMI_FURNISHED,BOTH,1845,0.0,3.0,W,3.0,1.0,4.0,BOREWELL,AP,5.0,35000.0,14
4623,BHK3,Whitefield,ANYONE,1,1,0,1,SEMI_FURNISHED,BOTH,1710,0.0,3.0,E,2.0,4.0,5.0,CORPORATION,AP,2.0,30000.0,11
4624,BHK2,Brookefield,FAMILY,0,0,0,0,SEMI_FURNISHED,BOTH,1200,3.0,2.0,E,2.0,1.0,3.0,CORPORATION,IF,2.0,21000.0,1
4625,BHK1,Banashankari,ANYONE,0,0,0,1,FULLY_FURNISHED,TWO_WHEELER,400,9.0,1.0,E,2.0,2.0,2.0,CORPORATION,AP,0.0,12500.0,3
4626,BHK2,Kumaraswamy Layout,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1400,10.0,2.0,E,0.0,0.0,1.0,CORPORATION,IF,0.0,15000.0,2
4627,BHK3,Vijaya Nagar,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1500,10.0,2.0,E,3.0,0.0,2.0,CORP_BORE,IF,0.0,21000.0,3
4628,BHK3,"Kadubeesanahalli,",FAMILY,1,1,1,0,SEMI_FURNISHED,FOUR_WHEELER,1660,5.0,3.0,W,3.0,2.0,5.0,BOREWELL,AP,2.0,30000.0,13
4629,BHK3,BTM Layout,ANYONE,1,1,1,1,SEMI_FURNISHED,FOUR_WHEELER,1715,5.0,4.0,W,3.0,4.0,7.0,BOREWELL,AP,3.0,39000.0,8
4630,BHK1,Srinagar,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,500,10.0,1.0,N,1.0,1.0,2.0,CORP_BORE,IF,0.0,8000.0,3
4631,BHK1,Rajaji Nagar,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,450,30.0,1.0,N,1.0,0.0,2.0,CORPORATION,IF,0.0,8000.0,2
4632,BHK2,"Vijayanagar Metro Station, Chord Road, SBI Staff Colony, Hoshalli Extension, Hosahalli Extension, Vijaya Nagar, Bengaluru, Karnataka, India",ANYONE,1,0,0,1,SEMI_FURNISHED,FOUR_WHEELER,800,3.0,2.0,W,3.0,1.0,1.0,CORPORATION,AP,2.0,18000.0,2
4633,BHK3,Basavanagudi,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,2500,21.0,3.0,W,2.0,1.0,2.0,CORP_BORE,IH,2.0,37000.0,0
4634,BHK3,Harlur,FAMILY,1,1,0,1,SEMI_FURNISHED,BOTH,1670,5.0,3.0,E,3.0,0.0,5.0,BOREWELL,AP,1.0,26000.0,6
4635,BHK2,Sunkadakatte,FAMILY,0,1,0,0,SEMI_FURNISHED,FOUR_WHEELER,1180,3.0,2.0,E,2.0,1.0,4.0,CORP_BORE,AP,1.0,15000.0,3
4636,BHK3,HSR Layout,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1100,6.0,2.0,E,3.0,1.0,2.0,CORP_BORE,IF,1.0,27000.0,3
4637,BHK2,Basavanagudi,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1100,10.0,2.0,S,8.0,1.0,2.0,CORP_BORE,AP,0.0,23000.0,3
4638,BHK3,NGEF Layout,FAMILY,0,1,0,0,SEMI_FURNISHED,BOTH,1450,8.0,2.0,E,3.0,4.0,4.0,CORP_BORE,AP,2.0,23000.0,4
4639,BHK3,Banashankari,ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,1315,1.0,2.0,N,5.0,4.0,4.0,CORP_BORE,AP,2.0,14500.0,3
4640,BHK3,Kumaraswamy Layout,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1200,5.0,2.0,E,3.0,1.0,3.0,CORP_BORE,IF,1.0,20000.0,4
4641,BHK2,Hanumanthnagar,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1400,6.0,2.0,E,2.0,0.0,1.0,CORPORATION,IF,0.0,16000.0,4
4642,BHK2,Doddakannalli,FAMILY,0,0,0,0,SEMI_FURNISHED,BOTH,1100,3.0,2.0,E,0.0,4.0,4.0,CORPORATION,AP,2.0,16000.0,13
4643,BHK2,Varthur,FAMILY,1,1,1,0,NOT_FURNISHED,BOTH,1210,0.0,2.0,E,0.0,11.0,13.0,BOREWELL,AP,1.0,25000.0,10
4644,BHK1,Indiranagar,BACHELOR,0,0,0,1,SEMI_FURNISHED,BOTH,600,10.0,1.0,W,1.0,1.0,2.0,CORPORATION,IF,1.0,8000.0,4
4645,BHK1,"Rajaji Nagar,",FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,600,7.0,1.0,E,4.0,2.0,2.0,CORPORATION,IF,1.0,8000.0,3
4646,BHK2,Kasavanahalli,FAMILY,1,1,0,1,SEMI_FURNISHED,BOTH,1260,0.0,2.0,S,3.0,1.0,4.0,BOREWELL,AP,1.0,23000.0,10
4647,BHK1,Murgesh Pallya,ANYONE,0,1,0,0,SEMI_FURNISHED,FOUR_WHEELER,1200,1.0,1.0,E,1.0,3.0,4.0,CORP_BORE,AP,1.0,19000.0,3
4648,BHK2,JP Nagar,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,1200,10.0,2.0,E,4.0,2.0,2.0,CORPORATION,IF,1.0,16500.0,1
4649,BHK1,Mahadevapura,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,600,5.0,1.0,E,1.0,0.0,2.0,CORPORATION,IH,0.0,10000.0,0
4650,BHK1,Jayanagara 9th Block,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,900,1.0,1.0,S,2.0,0.0,2.0,CORP_BORE,IF,0.0,13500.0,2
4651,BHK1,Malleshwaram West,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,350,40.0,1.0,E,1.0,2.0,2.0,CORPORATION,IF,1.0,8000.0,6
4652,BHK3,Rajajinagar,FAMILY,0,1,0,1,NOT_FURNISHED,TWO_WHEELER,1150,20.0,2.0,E,0.0,0.0,1.0,CORPORATION,IH,1.0,20000.0,4
4653,BHK2,Banashankari,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,650,10.0,3.0,N,2.0,1.0,1.0,CORP_BORE,IF,1.0,12000.0,1
4654,BHK1,Krishnarajapura,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,800,9.0,1.0,N,1.0,2.0,2.0,CORPORATION,IF,0.0,10000.0,2
4655,BHK2,BTM 2nd Stage,FAMILY,0,0,0,0,SEMI_FURNISHED,BOTH,1200,10.0,2.0,W,3.0,0.0,1.0,CORPORATION,IH,1.0,26000.0,4
4656,BHK1,RR Nagar,ANYONE,0,1,0,1,SEMI_FURNISHED,TWO_WHEELER,400,0.0,1.0,N,1.0,4.0,4.0,CORP_BORE,AP,1.0,8000.0,7
4657,BHK1,"HSR Layout, Sector 1",ANYONE,0,0,0,1,SEMI_FURNISHED,FOUR_WHEELER,350,2.0,1.0,N,1.0,3.0,3.0,CORP_BORE,IF,1.0,15000.0,3
4658,BHK2,"Haralur, Harlur Main Road, Lakedew, Bengaluru, Karnataka, India",FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1000,3.0,2.0,E,4.0,16.0,19.0,CORP_BORE,AP,1.0,27000.0,14
4659,BHK2,Krishnarajapura,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1300,5.0,2.0,E,2.0,0.0,2.0,CORP_BORE,IF,0.0,15000.0,3
4660,BHK2,Banashankari,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,950,9.0,2.0,E,2.0,3.0,4.0,CORP_BORE,AP,1.0,10000.0,2
4661,BHK2,Chikkalasandra,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,650,1.0,2.0,N,2.0,1.0,5.0,CORP_BORE,IF,1.0,9500.0,3
4662,BHK1,BTM Layout,ANYONE,0,0,0,0,SEMI_FURNISHED,NONE,600,10.0,1.0,E,2.0,1.0,3.0,CORPORATION,IF,1.0,12000.0,0
4663,BHK3,Bellandur,ANYONE,1,1,0,1,SEMI_FURNISHED,BOTH,1400,8.0,2.0,N,3.0,1.0,4.0,BOREWELL,AP,1.0,30000.0,9
4664,BHK3,Chandra Layout,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1800,5.0,3.0,NE,3.0,0.0,1.0,CORP_BORE,IH,1.0,30000.0,4
4665,BHK2,Bommanahalli,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1200,3.0,2.0,E,0.0,2.0,5.0,CORPORATION,AP,2.0,18500.0,8
4666,BHK2,ITI Layout,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,800,8.0,2.0,E,2.0,1.0,1.0,CORP_BORE,IF,0.0,15000.0,3
4667,BHK3,Hudi,ANYONE,1,1,1,1,SEMI_FURNISHED,BOTH,1490,10.0,3.0,N,3.0,0.0,4.0,CORP_BORE,AP,2.0,30000.0,11
4668,BHK3,"Balaji Layout,C V Raman Nagar",ANYONE,1,1,0,1,SEMI_FURNISHED,FOUR_WHEELER,1570,10.0,2.0,W,4.0,1.0,4.0,CORP_BORE,AP,2.0,20000.0,8
4669,BHK4,Hosakerehalli,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1500,2.0,3.0,E,4.0,0.0,0.0,CORPORATION,IH,1.0,25000.0,3
4670,BHK2,"Chennappa Layout,Chinnapanna Halli",ANYONE,0,1,0,0,SEMI_FURNISHED,FOUR_WHEELER,1600,8.0,2.0,E,1.0,1.0,5.0,BOREWELL,AP,3.0,21000.0,5
4671,BHK2,"Nallurhalli,Whitefield",ANYONE,0,1,1,0,SEMI_FURNISHED,BOTH,1200,1.0,2.0,E,3.0,3.0,10.0,CORPORATION,AP,2.0,23000.0,13
4672,BHK2,Nagondanahalli,FAMILY,1,1,0,1,SEMI_FURNISHED,BOTH,1135,4.0,2.0,E,3.0,4.0,5.0,BOREWELL,AP,2.0,14500.0,5
4673,BHK2,RR Nagar,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,950,4.0,2.0,N,2.0,1.0,4.0,CORPORATION,AP,1.0,13000.0,6
4674,BHK1,HSR Layout,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,500,5.0,1.0,N,1.0,0.0,3.0,CORPORATION,IH,0.0,15000.0,0
4675,BHK2,Munnekollal,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,900,2.0,2.0,E,2.0,1.0,3.0,CORP_BORE,IF,1.0,13000.0,1
4676,BHK1,Marathahalli,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,500,1.0,1.0,E,1.0,3.0,4.0,CORPORATION,IH,1.0,9000.0,0
4677,BHK3,Kaggadasapura,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,1475,10.0,3.0,N,3.0,1.0,4.0,CORP_BORE,AP,2.0,26000.0,10
4678,BHK2,Kadubeesanahalli,ANYONE,1,1,1,0,SEMI_FURNISHED,BOTH,1150,3.0,2.0,E,2.0,0.0,5.0,CORP_BORE,AP,1.0,23000.0,13
4679,BHK2,Sampangi Rama Nagar,ANYONE,0,0,0,1,SEMI_FURNISHED,NONE,600,10.0,2.0,E,1.0,1.0,4.0,CORP_BORE,IF,1.0,14000.0,0
4680,BHK3,Banashankari,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1250,0.0,2.0,E,3.0,2.0,3.0,CORP_BORE,IF,1.0,18000.0,3
4681,BHK2,JP Nagar Phase 6,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,950,13.0,2.0,S,2.0,3.0,4.0,CORP_BORE,AP,1.0,15000.0,7
4682,BHK2,Viveka Nagar,ANYONE,0,0,0,0,SEMI_FURNISHED,FOUR_WHEELER,1000,6.0,2.0,E,2.0,0.0,1.0,CORPORATION,IF,0.0,17000.0,2
4683,BHK3,Murgesh Pallya,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1340,10.0,3.0,E,3.0,1.0,3.0,CORP_BORE,IF,1.0,27000.0,0
4684,BHK2,Rajaji Nagar,ANYONE,0,0,0,1,NOT_FURNISHED,NONE,100,10.0,1.0,E,2.0,3.0,3.0,CORPORATION,IH,1.0,13500.0,0
4685,BHK2,JP Nagar 1st Phase,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,750,10.0,2.0,E,3.0,1.0,1.0,CORPORATION,IF,2.0,15000.0,2
4686,BHK2,Basavanagara,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,800,6.0,2.0,E,2.0,0.0,2.0,CORPORATION,IF,0.0,16000.0,3
4687,BHK2,Basaveshwar Nagar,FAMILY,0,0,0,1,SEMI_FURNISHED,NONE,900,5.0,2.0,W,2.0,1.0,2.0,CORP_BORE,IF,0.0,15000.0,1
4688,BHK3,Jayanagar,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,1329,0.0,2.0,N,3.0,3.0,4.0,CORP_BORE,AP,0.0,34000.0,5
4689,BHK1,Ulsoor,BACHELOR,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,650,10.0,1.0,N,1.0,0.0,3.0,CORPORATION,IF,0.0,10000.0,1
4690,BHK3,Basavanagudi,FAMILY,0,1,0,0,SEMI_FURNISHED,NONE,1200,20.0,2.0,S,2.0,0.0,4.0,CORPORATION,AP,0.0,25000.0,3
4691,BHK2,Ulsoor,ANYONE,0,0,0,1,NOT_FURNISHED,NONE,1200,10.0,3.0,W,0.0,0.0,2.0,CORPORATION,IF,1.0,25000.0,4
4692,BHK3,RR Nagar,FAMILY,0,0,0,1,NOT_FURNISHED,BOTH,1500,16.0,2.0,N,0.0,0.0,1.0,CORP_BORE,IH,1.0,20000.0,2
4693,BHK1,BTM Layout 1,FAMILY,0,0,0,1,SEMI_FURNISHED,NONE,500,10.0,1.0,N,1.0,2.0,2.0,CORPORATION,IF,0.0,11000.0,3
4694,BHK2,Marathahalli,ANYONE,0,1,0,1,SEMI_FURNISHED,NONE,1170,10.0,2.0,E,6.0,1.0,4.0,CORPORATION,AP,1.0,20000.0,7
4695,BHK1,Murgesh Pallya,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,400,5.0,1.0,E,2.0,4.0,4.0,CORP_BORE,IH,1.0,11000.0,4
4696,BHK2,Ittamadu,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,500,5.0,1.0,N,2.0,1.0,2.0,CORP_BORE,IF,0.0,8000.0,1
4697,BHK3,Marathahalli,ANYONE,1,1,0,1,FULLY_FURNISHED,BOTH,1397,5.0,2.0,NE,5.0,4.0,5.0,CORP_BORE,AP,2.0,35000.0,10
4698,BHK2,Hanumanthnagar,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,900,10.0,2.0,S,1.0,2.0,3.0,BOREWELL,AP,1.0,15000.0,2
4699,BHK3,Panathur,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,1540,5.0,2.0,W,3.0,3.0,5.0,BOREWELL,AP,2.0,28000.0,7
4700,BHK1,Ejipura,ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,350,4.0,1.0,N,1.0,4.0,4.0,CORP_BORE,IF,1.0,9000.0,1
4701,BHK3,BTM 2nd Stage,ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,2200,8.0,3.0,E,3.0,5.0,5.0,CORPORATION,AP,2.0,26000.0,8
4702,BHK1,Varthur,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,450,0.0,1.0,N,1.0,3.0,3.0,CORPORATION,IF,1.0,8000.0,2
4703,BHK3,Banashankari Stage I,FAMILY,0,1,0,1,SEMI_FURNISHED,FOUR_WHEELER,1300,3.0,2.0,E,3.0,2.0,4.0,CORP_BORE,AP,2.0,19000.0,5
4704,BHK3,Ejipura,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1500,10.0,2.0,E,3.0,0.0,0.0,CORPORATION,IH,3.0,32000.0,1
4705,RK1,Koramangala,BACHELOR,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,150,1.0,1.0,E,1.0,2.0,2.0,CORPORATION,IH,1.0,8000.0,0
4706,BHK2,JP Nagar,ANYONE,0,1,0,1,SEMI_FURNISHED,BOTH,1000,1.0,2.0,E,2.0,5.0,7.0,CORP_BORE,AP,2.0,9500.0,12
4707,BHK2,HAL 2nd Stage,COMPANY,0,0,0,1,SEMI_FURNISHED,BOTH,1200,15.0,2.0,W,2.0,1.0,2.0,CORPORATION,IF,1.0,26000.0,4
4708,BHK2,Bellandur,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,1210,5.0,2.0,E,2.0,1.0,5.0,CORPORATION,AP,2.0,25000.0,13
4709,BHK2,Kasavanahalli,ANYONE,1,1,0,0,SEMI_FURNISHED,BOTH,1198,4.0,2.0,W,2.0,0.0,4.0,BOREWELL,AP,0.0,20000.0,9
4710,BHK1,Mahadevapura,ANYONE,0,0,0,0,SEMI_FURNISHED,BOTH,722,1.0,1.0,N,1.0,1.0,2.0,CORP_BORE,IF,0.0,14000.0,3
4711,BHK3,Dooravani Nagar,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,2100,2.0,3.0,W,3.0,2.0,9.0,CORP_BORE,AP,2.0,35000.0,13
4712,BHK1,Doddanekundi,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,600,2.0,1.0,E,1.0,0.0,3.0,CORP_BORE,IF,0.0,8500.0,0
4713,BHK1,Basaveshwar Nagar,FAMILY,0,0,0,1,SEMI_FURNISHED,BOTH,600,0.0,2.0,N,2.0,2.0,3.0,CORP_BORE,IH,0.0,8000.0,2
4714,BHK2,Bomanahalli,FAMILY,0,0,0,0,SEMI_FURNISHED,BOTH,800,2.0,1.0,N,2.0,0.0,3.0,CORP_BORE,IF,0.0,13000.0,1
4715,BHK2,HSR Layout,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,650,7.0,1.0,E,2.0,1.0,3.0,CORP_BORE,IF,0.0,12500.0,1
4716,BHK3,Doddanekundi,FAMILY,0,1,0,0,SEMI_FURNISHED,BOTH,1335,6.0,3.0,E,3.0,1.0,6.0,CORPORATION,AP,1.0,20000.0,5
4717,BHK2,Ulsoor,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,10.0,2.0,W,3.0,1.0,3.0,CORP_BORE,IF,0.0,13000.0,1
4718,BHK2,Vijaya Nagar,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,950,12.0,2.0,W,6.0,1.0,2.0,CORP_BORE,IF,1.0,17000.0,4
4719,BHK2,RR Nagar,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,950,8.0,2.0,E,2.0,1.0,5.0,CORPORATION,AP,2.0,14000.0,5
4720,BHK2,"JP Nagar, Bengaluru, Karnataka, India",ANYONE,0,0,0,1,NOT_FURNISHED,FOUR_WHEELER,1200,10.0,1.0,N,1.0,0.0,2.0,BOREWELL,IF,1.0,16000.0,1
4721,BHK1,Marathahalli,FAMILY,0,0,0,0,SEMI_FURNISHED,BOTH,650,5.0,1.0,E,1.0,3.0,3.0,CORP_BORE,IF,1.0,9500.0,3
4722,BHK2,JP Nagar,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,800,20.0,1.0,E,2.0,1.0,1.0,CORPORATION,IF,0.0,12000.0,3
4723,BHK2,Marathahalli,FAMILY,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,900,10.0,2.0,E,0.0,1.0,2.0,CORP_BORE,IF,1.0,15500.0,1
4724,BHK1,J P Nagar,ANYONE,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,550,5.0,1.0,N,0.0,1.0,2.0,CORPORATION,IF,0.0,9000.0,1
4725,BHK1,"Jayanagar, 1st Block",ANYONE,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,500,2.0,1.0,E,1.0,3.0,4.0,CORP_BORE,IF,1.0,11500.0,3
4726,BHK2,Kaggadasapura,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,600,0.0,1.0,E,1.0,3.0,4.0,CORP_BORE,IF,1.0,10000.0,1
4727,BHK1,Varthur,ANYONE,1,1,1,1,SEMI_FURNISHED,NONE,656,0.0,1.0,W,1.0,11.0,13.0,BOREWELL,AP,1.0,17000.0,13
4728,BHK1,Munnekollal,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,450,3.0,1.0,N,1.0,3.0,3.0,CORPORATION,IH,1.0,10000.0,3
4729,BHK1,Chikkalasandra,FAMILY,0,0,0,0,NOT_FURNISHED,BOTH,450,0.0,1.0,E,0.0,0.0,0.0,CORPORATION,IH,0.0,10000.0,1
4730,BHK2,HSR Layout,ANYONE,0,0,0,1,SEMI_FURNISHED,BOTH,1500,6.0,3.0,W,1.0,0.0,1.0,CORPORATION,IH,0.0,16000.0,3
4731,BHK1,JP Nagar,FAMILY,0,0,0,0,SEMI_FURNISHED,BOTH,700,0.0,1.0,NE,2.0,0.0,2.0,CORPORATION,IF,1.0,12000.0,2
4732,BHK2,Jayanagar,FAMILY,0,0,0,0,SEMI_FURNISHED,TWO_WHEELER,900,7.0,2.0,S,2.0,1.0,1.0,CORP_BORE,IF,0.0,23000.0,2
4733,BHK2,New Tippasandra,FAMILY,0,0,0,1,FULLY_FURNISHED,BOTH,800,25.0,2.0,S,2.0,0.0,1.0,CORPORATION,IF,0.0,30000.0,1
4734,BHK1,Vijaya Nagar,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,480,1.0,1.0,E,1.0,3.0,3.0,CORP_BORE,IF,1.0,13000.0,3
4735,BHK3,Kasavanahalli,FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1609,10.0,3.0,S,3.0,8.0,12.0,CORP_BORE,AP,3.0,29000.0,17
4736,BHK3,Kaggadasapura,FAMILY,0,1,0,0,SEMI_FURNISHED,BOTH,1900,5.0,4.0,E,3.0,1.0,4.0,BOREWELL,AP,2.0,25000.0,8
4737,BHK2,Marathahalli,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,800,2.0,2.0,W,2.0,2.0,5.0,CORPORATION,IF,1.0,14000.0,2
4738,BHK2,Bilekahalli,FAMILY,0,1,0,0,SEMI_FURNISHED,BOTH,1000,5.0,2.0,E,2.0,3.0,9.0,CORP_BORE,AP,1.0,20000.0,6
4739,BHK2,"Janatha Colony,Chikkabellandur",FAMILY,1,1,1,1,SEMI_FURNISHED,BOTH,1302,0.0,2.0,E,2.0,9.0,15.0,CORP_BORE,AP,2.0,25000.0,18
4740,BHK2,Mission Road,ANYONE,0,1,0,1,SEMI_FURNISHED,TWO_WHEELER,1100,0.0,2.0,E,2.0,4.0,5.0,BOREWELL,AP,2.0,28000.0,2
4741,BHK2,"Pantarapalya,Nayanda Halli",ANYONE,1,1,1,0,SEMI_FURNISHED,BOTH,1235,3.0,2.0,NW,2.0,8.0,12.0,CORP_BORE,AP,2.0,21000.0,6
4742,BHK2,Marathahalli,ANYONE,0,1,0,0,SEMI_FURNISHED,BOTH,1280,4.0,2.0,W,4.0,0.0,3.0,CORPORATION,AP,2.0,22000.0,3
4743,BHK1,Koramangala,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,600,5.0,1.0,N,1.0,2.0,3.0,CORPORATION,IF,1.0,15000.0,4
4744,BHK2,Basavanagudi,ANYONE,0,0,0,1,NOT_FURNISHED,TWO_WHEELER,700,0.0,2.0,E,0.0,0.0,1.0,CORPORATION,IF,0.0,8000.0,3
4745,BHK2,Uttarahalli Hobli,FAMILY,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,800,0.0,2.0,NE,2.0,0.0,3.0,CORP_BORE,IF,0.0,12000.0,3
4746,BHK2,Domlur Layout,ANYONE,0,0,0,1,SEMI_FURNISHED,TWO_WHEELER,1200,8.0,2.0,N,2.0,0.0,3.0,CORPORATION,IF,0.0,15000.0,1
4747,BHK2,Kasavanahalli Off Sarjapur Road,ANYONE,0,1,0,0,SEMI_FURNISHED,BOTH,1300,5.0,2.0,W,2.0,0.0,3.0,CORPORATION,AP,2.0,20000.0,7
4748,BHK1,JP Nagar,FAMILY,0,1,0,1,SEMI_FURNISHED,BOTH,500,0.0,1.0,N,1.0,0.0,3.0,CORP_BORE,IF,0.0,12000.0,1
4749,BHK3,Indiranagar,FAMILY,0,1,1,0,SEMI_FURNISHED,BOTH,1650,12.0,4.0,NE,3.0,0.0,3.0,CORP_BORE,AP,2.0,42000.0,10
