type,latitude,longitude,lease_type,gym,lift,swimming_pool,furnishing,parking,property_size,bathroom,facing,cup_board,floor,total_floor,water_supply,balconies,true_count,predicted_rent
3.0,12.91163731,77.6083022,FAMILY,0,0,0,1.0,BOTH,1350,2,S,5,1,4,CORPORATION,2,4,24508.333333333332
2.0,12.91839723,77.60435466,ANYONE,0,0,0,1.0,TWO_WHEELER,850,2,S,2,0,3,CORPORATION,0,3,18020.833333333332
3.0,12.9913591,77.7293613,FAMILY,0,1,0,1.0,BOTH,1830,4,NE,3,11,18,CORP_BORE,2,4,37154.166666666664
0.0,12.97935994,77.75191807,ANYONE,0,0,0,2.0,BOTH,300,1,W,2,0,1,CORPORATION,0,7,14066.666666666666
2.0,12.92774919,77.58763195,FAMILY,0,1,0,1.0,BOTH,1000,2,E,2,2,3,CORP_BORE,1,11,23170.833333333332
2.0,12.92791105,77.57818561,FAMILY,0,0,0,1.0,BOTH,1000,1,W,2,0,3,CORP_BORE,0,4,18883.333333333332
2.0,12.9873262,77.7831733,ANYONE,0,0,0,1.0,BOTH,1200,2,N,2,0,3,BOREWELL,0,4,13433.091666666667
3.0,12.96718472,77.73779682,FAMILY,1,1,0,1.0,BOTH,1342,2,W,3,2,5,CORPORATION,3,7,22620.833333333332
3.0,12.92210124,77.55851952,ANYONE,0,0,0,1.0,BOTH,1100,2,S,3,0,5,CORP_BORE,0,2,18354.166666666668
1.0,12.99516595,77.62877899,BACHELOR,0,0,0,1.0,TWO_WHEELER,600,1,W,2,3,4,BOREWELL,0,4,13321.666666666666
2.0,12.94838857,77.64565223,ANYONE,0,1,0,1.0,BOTH,1200,2,N,2,0,2,BOREWELL,3,5,25529.166666666668
3.0,12.90189738,77.51834865,FAMILY,0,1,0,1.0,BOTH,1320,3,N,3,1,4,CORPORATION,2,2,16391.666666666668
0.0,12.97029974,77.71349013,ANYONE,0,0,0,1.0,TWO_WHEELER,450,1,E,1,2,3,CORP_BORE,1,3,10087.5
3.0,12.9286621,77.6954069,FAMILY,0,0,0,1.0,BOTH,1687,3,E,3,1,9,CORP_BORE,3,11,35466.666666666664
2.0,12.97414519,77.74374582,FAMILY,0,0,0,2.0,BOTH,1250,2,N,2,0,11,CORPORATION,2,12,25495.833333333332
3.0,12.97430239,77.69415546,FAMILY,0,0,0,1.0,BOTH,1200,2,N,7,0,2,CORPORATION,0,1,19908.333333333332
2.0,12.92166301,77.55227095,FAMILY,0,0,0,1.0,BOTH,1200,1,SE,2,0,1,CORPORATION,0,1,14220.833333333334
2.0,12.95528606,77.65843481,ANYONE,0,1,0,2.0,BOTH,1100,2,E,2,2,4,CORP_BORE,1,8,25170.833333333332
2.0,12.94861517,77.5506696,ANYONE,0,0,0,0.0,BOTH,700,1,W,0,0,2,CORPORATION,0,3,11636.666666666666
1.0,12.9212882,77.67549902,ANYONE,0,0,0,0.0,TWO_WHEELER,300,1,N,0,0,3,CORPORATION,0,2,9400.0
2.0,12.92255839,77.51737819,FAMILY,0,1,0,1.0,BOTH,1100,2,SE,2,2,3,CORP_BORE,1,3,13849.166666666666
3.0,12.99878505,77.59598036,FAMILY,0,1,0,0.0,BOTH,1685,3,E,0,1,3,CORP_BORE,2,5,36941.666666666664
3.0,12.935376,77.744022,FAMILY,1,1,1,1.0,BOTH,1500,3,E,3,8,12,BOREWELL,3,7,22554.166666666668
2.0,12.90264441,77.57463461,ANYONE,0,0,0,1.0,BOTH,1300,2,N,2,3,4,CORP_BORE,1,4,20375.0
2.0,12.92004184,77.58867322,FAMILY,0,0,0,1.0,BOTH,1100,2,N,2,2,3,CORP_BORE,0,1,21458.333333333332
1.0,12.91769287,77.6184856,ANYONE,0,0,0,1.0,TWO_WHEELER,400,1,N,1,0,4,BOREWELL,1,2,10228.333333333334
1.0,12.98562586,77.55614931,FAMILY,0,0,0,0.0,NONE,300,1,N,0,3,3,CORP_BORE,1,3,9357.083333333334
2.0,12.94863869,77.57264204,FAMILY,0,0,0,1.0,BOTH,1500,2,N,3,0,3,CORP_BORE,0,1,23366.666666666668
2.0,12.94660735,77.62864492,ANYONE,0,0,0,1.0,BOTH,1500,3,NE,4,0,4,CORPORATION,1,9,29633.333333333332
2.0,12.940197,77.694368,FAMILY,1,1,0,1.0,BOTH,1275,2,E,2,1,7,CORP_BORE,1,7,28116.5
2.0,12.93910849,77.55224269,FAMILY,0,0,0,1.0,TWO_WHEELER,1100,2,E,2,2,2,CORP_BORE,1,1,16366.666666666666
3.0,12.91210068,77.6379335,FAMILY,0,0,0,1.0,BOTH,1200,2,E,3,0,1,CORPORATION,2,2,25091.666666666668
2.0,12.9057209,77.6489026,ANYONE,1,1,1,2.0,FOUR_WHEELER,1240,2,N,4,3,3,CORPORATION,3,15,26220.833333333332
3.0,12.92637412,77.66364643,ANYONE,0,1,0,1.0,FOUR_WHEELER,1750,3,E,3,1,4,BOREWELL,2,8,31606.666666666668
3.0,12.91156333,77.54101095,ANYONE,0,0,0,1.0,TWO_WHEELER,1250,2,N,10,2,3,CORP_BORE,2,3,15045.833333333334
3.0,12.97222274,77.69761541,FAMILY,0,0,0,1.0,BOTH,1850,3,N,0,0,1,CORP_BORE,0,4,33662.5
2.0,12.97898007,77.67985577,FAMILY,0,1,0,1.0,FOUR_WHEELER,950,2,N,2,1,3,CORP_BORE,1,8,18533.333333333332
2.0,12.9705947,77.7149626,ANYONE,1,1,1,2.0,BOTH,1200,2,S,4,13,13,CORP_BORE,2,15,27858.333333333332
2.0,12.90436459,77.70708466,ANYONE,1,1,1,1.0,BOTH,1000,2,E,2,5,12,BOREWELL,3,10,23308.333333333332
1.0,12.97982054,77.62440029,ANYONE,0,0,0,1.0,TWO_WHEELER,800,1,W,2,0,2,CORPORATION,0,3,14010.0
2.0,12.97691969,77.67006284,FAMILY,0,0,0,0.0,TWO_WHEELER,500,1,E,0,0,0,CORP_BORE,0,0,12677.5
1.0,12.97515507,77.75537252,FAMILY,0,0,0,1.0,NONE,400,1,W,1,2,3,BOREWELL,1,2,9783.333333333334
2.0,12.9956724,77.62291728,ANYONE,0,0,0,1.0,BOTH,800,2,NE,2,0,3,CORPORATION,1,4,17025.0
2.0,12.9725374,77.7340312,ANYONE,0,0,0,1.0,BOTH,1300,2,N,2,3,4,CORPORATION,2,7,23166.666666666668
2.0,12.97553148,77.75129223,FAMILY,1,1,1,1.0,BOTH,1116,2,E,2,2,5,CORP_BORE,2,13,20183.333333333332
2.0,12.97265769,77.67810343,FAMILY,0,0,0,1.0,BOTH,1500,2,E,2,0,0,CORP_BORE,1,0,17537.5
1.0,12.90821056,77.60432333,ANYONE,0,0,0,1.0,TWO_WHEELER,300,1,E,1,2,3,CORP_BORE,0,1,9862.5
2.0,12.93856289,77.54313064,FAMILY,0,0,0,1.0,BOTH,1200,2,E,2,1,1,CORP_BORE,2,1,16745.833333333332
1.0,12.95685014,77.67713885,FAMILY,0,0,0,1.0,TWO_WHEELER,1200,2,N,1,2,3,CORPORATION,2,1,19092.5
2.0,12.95843455,77.6617017,ANYONE,0,0,0,1.0,BOTH,1400,2,E,2,0,2,CORP_BORE,1,5,22891.666666666668
2.0,12.92932267,77.56428399,FAMILY,0,0,0,1.0,TWO_WHEELER,600,2,E,2,2,2,CORPORATION,0,1,11316.666666666666
2.0,12.9314973,77.512098,ANYONE,1,0,1,1.0,BOTH,1270,2,W,2,2,3,CORP_BORE,2,11,16880.0
2.0,12.90073888,77.63786748,FAMILY,1,1,0,2.0,BOTH,1200,2,E,2,1,4,CORPORATION,2,8,20766.666666666668
2.0,12.96575307,77.50991399,ANYONE,0,0,0,1.0,FOUR_WHEELER,1000,2,N,6,0,1,CORPORATION,0,4,13551.666666666666
3.0,12.94242905,77.7512419,ANYONE,1,1,1,2.0,BOTH,1640,2,E,3,2,3,CORP_BORE,3,11,24424.975
3.0,12.9250074,77.5938028,ANYONE,0,1,0,1.0,BOTH,1550,2,E,3,1,4,CORPORATION,2,8,28587.5
2.0,12.91484127,77.67766845,FAMILY,0,1,0,1.0,BOTH,1170,2,W,2,2,3,BOREWELL,1,8,22479.166666666668
3.0,12.97175694,77.75077057,ANYONE,1,1,0,1.0,BOTH,1675,3,W,3,8,8,CORP_BORE,3,13,27000.0
3.0,12.90313141,77.51816358,FAMILY,0,1,0,1.0,BOTH,1350,2,N,4,2,4,CORP_BORE,2,4,17200.0
2.0,12.90968446,77.54277841,FAMILY,0,1,0,1.0,BOTH,1225,2,E,2,4,4,CORP_BORE,2,11,14468.333333333334
2.0,12.96853133,77.74835448,ANYONE,1,1,1,1.0,BOTH,1350,2,E,2,6,11,CORP_BORE,2,9,23572.916666666668
2.0,12.97924749,77.60983449,FAMILY,0,0,0,1.0,TWO_WHEELER,1200,2,E,1,0,4,CORPORATION,2,4,20342.083333333332
2.0,12.99217969,77.66656848,FAMILY,0,0,0,1.0,TWO_WHEELER,800,2,S,2,1,3,CORP_BORE,1,2,13777.083333333334
2.0,12.93255686,77.53794749,FAMILY,0,1,0,1.0,BOTH,1000,2,E,2,3,3,CORPORATION,1,4,12712.5
2.0,12.95867888,77.65698473,ANYONE,0,0,0,1.0,TWO_WHEELER,700,2,W,2,0,2,CORPORATION,1,2,15635.0
1.0,12.90628927,77.62761359,ANYONE,0,0,0,0.0,TWO_WHEELER,800,1,N,0,0,2,CORPORATION,0,1,11603.75
2.0,12.94438231,77.70908124,FAMILY,0,0,0,1.0,TWO_WHEELER,800,2,E,2,2,4,BOREWELL,1,2,14490.0
2.0,12.95747914,77.52766492,FAMILY,0,0,0,1.0,TWO_WHEELER,1350,2,N,2,0,2,CORPORATION,0,1,15683.333333333334
1.0,12.92034574,77.67074888,ANYONE,0,0,0,1.0,TWO_WHEELER,500,1,E,1,1,1,CORP_BORE,0,1,10977.916666666666
0.0,12.90735934,77.62738608,ANYONE,1,1,0,1.0,BOTH,190,1,NE,1,3,5,CORP_BORE,1,18,10637.5
1.0,12.9199543,77.6256895,BACHELOR,0,0,0,1.0,NONE,500,1,E,1,4,4,CORP_BORE,1,2,10536.666666666666
2.0,12.90153092,77.67514788,ANYONE,1,1,1,1.0,BOTH,1100,2,E,3,8,11,BOREWELL,1,11,25641.666666666668
3.0,12.9071056,77.6327295,FAMILY,1,1,1,2.0,BOTH,1760,3,N,3,3,14,CORP_BORE,2,14,36929.166666666664
4.0,12.98530916,77.66514706,FAMILY,0,1,0,1.0,BOTH,2482,4,N,3,3,3,CORP_BORE,2,3,36537.5
2.0,12.92297185,77.68504253,ANYONE,1,1,1,1.0,BOTH,1300,2,E,2,8,10,CORP_BORE,2,9,29333.333333333332
1.0,12.91687604,77.60938952,FAMILY,0,0,0,1.0,TWO_WHEELER,1000,1,E,3,1,2,CORPORATION,1,3,13586.666666666666
2.0,12.94449185,77.5521721,FAMILY,0,0,0,1.0,TWO_WHEELER,1000,1,N,1,0,3,CORP_BORE,0,0,13414.583333333334
2.0,12.90577615,77.67561567,ANYONE,0,0,0,1.0,BOTH,1000,2,E,8,2,3,BOREWELL,1,3,17816.666666666668
2.0,12.95820843,77.7172976,FAMILY,0,0,0,1.0,TWO_WHEELER,600,1,E,2,2,2,CORPORATION,1,3,13889.166666666666
2.0,12.93951702,77.73066711,ANYONE,0,1,0,1.0,BOTH,1012,2,E,0,4,21,CORP_BORE,1,4,23012.5
2.0,12.97106274,77.52742011,FAMILY,0,0,0,1.0,TWO_WHEELER,800,2,N,2,0,2,CORP_BORE,0,3,12920.833333333334
1.0,12.90870086,77.62405382,ANYONE,0,0,0,1.0,TWO_WHEELER,650,1,N,1,2,4,CORP_BORE,0,1,10105.833333333334
1.0,12.95604715,77.69829058,ANYONE,0,0,0,0.0,TWO_WHEELER,600,1,E,1,2,3,CORPORATION,1,1,10971.666666666666
1.0,12.9844424,77.7490177,ANYONE,0,0,0,1.0,BOTH,850,1,E,1,1,2,BOREWELL,1,3,11286.666666666666
2.0,12.95606575,77.71437924,FAMILY,1,1,1,1.0,BOTH,1500,2,N,2,0,3,CORP_BORE,2,15,23933.333333333332
1.0,12.93135479,77.57141238,FAMILY,0,0,0,1.0,TWO_WHEELER,600,1,S,1,0,1,CORPORATION,0,4,10420.833333333334
2.0,12.91070019,77.60620598,ANYONE,0,0,0,1.0,TWO_WHEELER,800,2,W,2,0,2,CORP_BORE,0,1,16087.5
1.0,12.91889542,77.50114671,FAMILY,0,0,0,1.0,TWO_WHEELER,600,2,E,1,1,1,CORP_BORE,2,3,8854.166666666666
2.0,12.94954806,77.75583288,FAMILY,0,1,1,2.0,BOTH,950,2,E,3,1,4,BOREWELL,1,13,19420.833333333332
4.0,12.97676292,77.74148581,ANYONE,0,0,0,1.0,BOTH,3000,4,E,4,0,1,CORP_BORE,2,1,37879.166666666664
2.0,12.96082909,77.70988555,FAMILY,0,0,0,1.0,TWO_WHEELER,1220,2,E,1,4,4,CORP_BORE,2,3,19329.166666666668
1.0,12.90100522,77.58293722,ANYONE,0,0,0,1.0,TWO_WHEELER,500,1,N,1,2,2,CORP_BORE,1,3,9325.0
1.0,12.93488338,77.7033346,ANYONE,0,1,0,0.0,BOTH,600,1,S,0,1,3,BOREWELL,0,2,14837.5
2.0,12.94297356,77.74657792,ANYONE,0,1,0,1.0,BOTH,600,2,N,2,0,5,CORP_BORE,1,8,12603.333333333334
3.0,12.91379876,77.66429967,ANYONE,0,1,0,1.0,BOTH,1400,3,N,3,3,4,BOREWELL,3,7,25899.991666666665
2.0,12.98500551,77.53637104,FAMILY,0,0,0,1.0,BOTH,1000,1,N,2,2,3,CORPORATION,1,1,13954.166666666666
2.0,12.97649848,77.67222402,ANYONE,0,0,0,2.0,BOTH,1015,2,S,2,2,4,CORP_BORE,1,8,28087.5
2.0,12.9316197,77.6977063,ANYONE,0,1,0,1.0,BOTH,1400,2,N,2,1,9,CORP_BORE,2,9,27487.366666666665
2.0,12.90719085,77.57809663,FAMILY,0,0,0,1.0,NONE,700,2,N,2,2,2,CORP_BORE,0,1,12493.333333333334
2.0,12.9638445,77.7231841,FAMILY,0,1,0,1.0,FOUR_WHEELER,1200,2,E,2,2,5,CORP_BORE,3,4,22283.333333333332
2.0,12.9050781,77.5105002,FAMILY,1,0,1,1.0,BOTH,1080,2,W,1,2,4,BOREWELL,1,8,14041.666666666666
3.0,12.9329807,77.6985925,FAMILY,1,1,1,1.0,BOTH,1688,3,W,3,6,16,CORP_BORE,1,16,36266.666666666664
2.0,12.9853713,77.7578526,FAMILY,0,0,0,1.0,BOTH,1062,2,S,2,2,4,BOREWELL,1,4,17333.333333333332
2.0,12.9746564,77.7043393,FAMILY,1,1,1,1.0,BOTH,1530,2,W,3,2,5,CORP_BORE,2,15,25662.5
3.0,12.9940136,77.7156982,FAMILY,0,0,0,1.0,BOTH,1875,2,E,0,11,12,CORPORATION,1,16,28790.0
1.0,12.97221656,77.75609793,ANYONE,0,0,0,1.0,TWO_WHEELER,600,1,N,1,1,3,BOREWELL,1,2,8489.166666666666
2.0,12.94895632,77.60423876,FAMILY,0,0,0,1.0,NONE,700,2,N,0,2,2,CORPORATION,0,0,15099.166666666666
2.0,12.91652494,77.59186199,FAMILY,0,0,0,1.0,TWO_WHEELER,700,2,E,3,1,3,CORPORATION,0,4,15501.666666666666
2.0,12.9488024,77.6016933,FAMILY,0,0,0,1.0,BOTH,1140,2,N,1,3,5,CORP_BORE,2,16,30183.333333333332
2.0,12.96986474,77.75013669,ANYONE,0,0,0,1.0,BOTH,1200,2,E,2,0,2,BOREWELL,0,3,14439.166666666666
3.0,12.97955088,77.51086764,FAMILY,0,0,0,1.0,TWO_WHEELER,1200,2,N,3,3,3,CORP_BORE,0,3,14979.166666666666
2.0,12.93438239,77.53444666,ANYONE,0,0,0,1.0,TWO_WHEELER,1300,1,S,1,1,3,CORPORATION,0,2,13345.0
2.0,12.90962517,77.61067906,FAMILY,0,0,0,1.0,NONE,600,2,N,1,2,3,CORPORATION,1,1,14870.833333333334
2.0,12.91789855,77.60321229,FAMILY,0,0,0,1.0,TWO_WHEELER,1000,2,E,2,1,2,CORP_BORE,1,2,17737.5
2.0,12.947303,77.57395158,ANYONE,0,0,0,1.0,BOTH,1000,1,W,2,0,3,CORP_BORE,1,2,16295.833333333334
2.0,12.91656544,77.59527003,FAMILY,1,1,1,1.0,TWO_WHEELER,850,2,S,2,1,4,CORPORATION,1,17,20741.666666666668
2.0,12.96191164,77.63763394,FAMILY,0,0,0,1.0,TWO_WHEELER,455,2,S,1,1,4,CORPORATION,1,2,12937.5
2.0,12.9886182,77.5382864,BACHELOR,0,0,0,1.0,TWO_WHEELER,800,1,E,2,1,3,CORPORATION,1,1,11893.333333333334
3.0,12.9275441,77.5163924,FAMILY,0,1,0,1.0,BOTH,1815,2,E,4,3,4,CORP_BORE,5,7,22950.0
1.0,12.91605927,77.5895678,ANYONE,0,0,0,1.0,BOTH,330,1,N,1,2,4,CORPORATION,1,2,9717.5
1.0,12.90138324,77.57021761,FAMILY,0,0,0,0.0,TWO_WHEELER,600,1,N,0,1,2,CORP_BORE,1,4,9499.983333333334
1.0,12.90292595,77.56718841,FAMILY,0,0,0,1.0,NONE,600,1,E,1,2,2,CORP_BORE,1,4,8972.9
2.0,12.90795892,77.63554482,ANYONE,0,0,0,1.0,FOUR_WHEELER,1170,2,E,4,3,3,CORPORATION,1,1,22930.933333333334
1.0,12.90977262,77.56530395,BACHELOR,0,0,0,1.0,TWO_WHEELER,500,1,E,3,0,2,CORP_BORE,0,2,9178.266666666666
2.0,12.98112603,77.50720352,ANYONE,0,0,0,1.0,TWO_WHEELER,900,1,E,2,0,3,CORPORATION,0,0,10692.5
2.0,12.97685661,77.52589677,FAMILY,0,1,0,1.0,FOUR_WHEELER,1260,2,W,5,2,4,CORP_BORE,2,10,17737.5
4.0,12.90823721,77.70503647,ANYONE,0,0,0,1.0,BOTH,3050,4,N,6,0,2,BOREWELL,2,7,38229.166666666664
2.0,12.90883157,77.64977185,FAMILY,0,0,0,1.0,BOTH,800,2,NE,2,2,2,CORP_BORE,2,3,20302.083333333332
2.0,12.9082396,77.6074088,FAMILY,0,0,0,1.0,NONE,600,2,N,2,2,4,CORPORATION,1,3,15350.0
3.0,12.92780942,77.67282367,FAMILY,0,1,0,2.0,BOTH,1460,2,E,3,2,5,BOREWELL,3,11,31032.441666666666
3.0,12.9424761,77.7512419,ANYONE,1,1,1,1.0,BOTH,1540,2,N,3,2,5,CORP_BORE,3,17,23720.833333333332
2.0,12.9233063,77.6728055,FAMILY,0,1,0,1.0,BOTH,1200,2,E,4,2,4,BOREWELL,2,6,23150.0
2.0,12.9095014,77.64320188,ANYONE,0,0,0,1.0,NONE,600,2,N,2,1,2,CORPORATION,1,3,16700.833333333332
1.0,12.97126204,77.57006797,COMPANY,0,0,0,1.0,TWO_WHEELER,350,1,N,1,1,3,CORPORATION,1,3,9530.833333333334
2.0,12.90838506,77.67506367,ANYONE,0,0,0,1.0,TWO_WHEELER,600,2,E,3,4,5,BOREWELL,1,1,14141.666666666666
2.0,12.99255242,77.57071723,ANYONE,0,0,0,1.0,TWO_WHEELER,700,2,N,2,2,4,CORP_BORE,2,4,14434.166666666666
2.0,12.92238924,77.57682328,ANYONE,0,0,0,1.0,NONE,1200,2,NE,2,1,2,CORPORATION,0,0,21125.0
2.0,12.93745722,77.54982966,ANYONE,0,0,0,1.0,BOTH,800,1,N,2,0,5,CORP_BORE,0,2,14340.833333333334
3.0,12.90344502,77.58636552,FAMILY,1,1,1,1.0,BOTH,2000,3,NE,3,5,5,CORP_BORE,1,11,31850.0
2.0,12.92548637,77.53972712,FAMILY,0,0,0,1.0,TWO_WHEELER,1200,2,N,2,2,4,CORP_BORE,1,1,14870.0
1.0,12.90635818,77.63627677,ANYONE,0,0,0,1.0,TWO_WHEELER,650,1,E,3,1,3,CORP_BORE,4,2,12002.083333333334
2.0,12.967882,77.523887,ANYONE,0,0,0,1.0,TWO_WHEELER,550,1,N,1,2,2,CORP_BORE,0,4,10345.833333333334
2.0,12.9362,77.7055753,FAMILY,1,1,0,1.0,BOTH,1432,2,N,2,1,4,BOREWELL,2,16,23866.666666666668
2.0,12.93584297,77.63417452,ANYONE,1,1,0,1.0,BOTH,1250,2,W,6,2,5,CORP_BORE,3,10,29650.0
3.0,12.9278787,77.7387643,ANYONE,1,1,1,2.0,BOTH,1765,3,N,3,3,6,CORP_BORE,3,18,26104.166666666668
2.0,12.99675147,77.76062979,FAMILY,0,0,0,1.0,BOTH,1050,2,E,2,2,4,CORP_BORE,0,8,16458.333333333332
2.0,12.92849969,77.56180431,FAMILY,0,1,0,1.0,BOTH,1020,2,E,2,1,2,BOREWELL,4,8,17891.666666666668
2.0,12.911779,77.623682,ANYONE,0,1,0,1.0,BOTH,875,2,W,2,2,3,CORPORATION,1,3,18512.5
2.0,12.98045832,77.61244792,ANYONE,0,0,0,1.0,BOTH,1200,1,E,2,2,2,CORP_BORE,0,4,18666.666666666668
3.0,12.97033256,77.54200033,FAMILY,0,0,0,1.0,BOTH,1380,3,E,3,3,3,CORPORATION,0,2,22170.833333333332
2.0,12.90347802,77.57767555,FAMILY,0,0,0,1.0,TWO_WHEELER,600,1,N,2,1,1,CORPORATION,0,2,11420.833333333334
0.0,12.96800877,77.52382933,FAMILY,0,0,0,1.0,TWO_WHEELER,600,2,E,2,1,2,CORPORATION,0,1,9329.166666666666
2.0,12.94389069,77.62753852,ANYONE,0,0,0,1.0,TWO_WHEELER,600,2,E,2,2,2,BOREWELL,1,1,14979.166666666666
3.0,12.90929152,77.5673551,FAMILY,0,0,0,1.0,BOTH,1600,2,S,3,0,1,CORPORATION,0,0,24729.158333333333
2.0,12.92254343,77.63650343,ANYONE,0,0,0,1.0,TWO_WHEELER,680,1,E,2,2,2,CORPORATION,0,1,13437.5
2.0,12.95600877,77.72092753,ANYONE,0,1,0,1.0,BOTH,1200,2,E,2,0,3,CORPORATION,1,5,21716.666666666668
2.0,12.97648283,77.51584454,FAMILY,0,1,0,1.0,BOTH,1200,2,N,2,1,4,CORP_BORE,2,5,15743.333333333334
2.0,12.9270311,77.6689796,FAMILY,0,1,0,1.0,TWO_WHEELER,500,2,E,2,4,4,BOREWELL,1,1,14407.5
2.0,12.9956222,77.5510001,FAMILY,0,0,0,1.0,TWO_WHEELER,1200,2,W,2,2,3,CORPORATION,2,0,18033.333333333332
3.0,12.9043065,77.5273781,FAMILY,1,1,1,1.0,BOTH,1255,2,N,3,10,12,CORP_BORE,1,13,19233.333333333332
1.0,12.94470265,77.54857751,FAMILY,0,0,0,0.0,TWO_WHEELER,500,1,N,0,0,2,CORP_BORE,0,1,8458.333333333334
2.0,12.91338283,77.62059027,ANYONE,0,1,0,1.0,FOUR_WHEELER,1290,2,E,2,2,4,CORP_BORE,2,8,22655.833333333332
2.0,12.91774351,77.58990435,ANYONE,0,1,0,1.0,BOTH,800,2,S,2,0,6,CORP_BORE,0,5,21666.666666666668
3.0,12.96227563,77.60395008,FAMILY,0,0,0,1.0,BOTH,1440,3,W,3,3,5,CORP_BORE,0,2,34612.5
3.0,12.93210225,77.53446274,ANYONE,0,1,1,1.0,BOTH,1580,3,E,3,3,3,BOREWELL,3,6,21866.666666666668
2.0,12.93921279,77.55856892,FAMILY,0,0,0,1.0,BOTH,700,1,N,2,0,2,CORPORATION,0,1,14216.666666666666
2.0,12.9708666,77.7184647,FAMILY,0,0,0,1.0,TWO_WHEELER,800,1,N,1,1,1,CORPORATION,0,3,14827.5
3.0,12.99308216,77.61492391,FAMILY,0,1,0,1.0,BOTH,1750,3,W,6,3,3,CORPORATION,3,7,39316.666666666664
3.0,12.9097353,77.6244941,ANYONE,1,1,1,1.0,FOUR_WHEELER,1290,2,S,3,3,4,BOREWELL,2,7,21746.666666666668
2.0,12.93249415,77.56923388,ANYONE,0,0,0,1.0,BOTH,1000,2,E,2,2,3,CORP_BORE,1,5,21410.416666666668
2.0,12.93886567,77.54716823,FAMILY,0,0,0,1.0,BOTH,1100,2,N,2,1,3,CORPORATION,1,2,15810.0
3.0,12.90415022,77.62729196,FAMILY,0,1,0,1.0,BOTH,1380,2,E,5,0,4,CORP_BORE,2,12,24633.333333333332
2.0,12.91597624,77.55491829,FAMILY,0,0,0,1.0,NONE,900,2,N,2,1,1,CORPORATION,0,3,13087.5
3.0,12.9826432,77.7551868,FAMILY,1,0,0,1.0,BOTH,1945,3,E,3,2,5,CORP_BORE,1,9,28158.333333333332
2.0,12.90635991,77.67482896,FAMILY,0,1,1,1.0,BOTH,1310,2,W,4,2,10,CORPORATION,2,8,26650.0
2.0,12.9089731,77.51721649,FAMILY,0,0,0,1.0,TWO_WHEELER,1400,2,N,2,1,2,CORP_BORE,1,4,14374.166666666666
2.0,12.94082432,77.57024781,FAMILY,0,0,0,1.0,BOTH,650,1,N,2,2,2,CORP_BORE,0,1,14791.666666666666
3.0,12.93148534,77.55761128,ANYONE,0,0,0,1.0,TWO_WHEELER,1200,2,E,3,2,3,CORP_BORE,1,3,18344.166666666668
1.0,12.98859326,77.68419167,ANYONE,0,0,0,1.0,BOTH,800,1,E,1,3,4,BOREWELL,1,3,12167.5
3.0,12.91797051,77.55540837,FAMILY,0,0,0,1.0,BOTH,1200,3,E,4,1,4,CORP_BORE,1,4,18087.5
2.0,12.99876642,77.57437843,ANYONE,0,0,0,1.0,TWO_WHEELER,1600,1,E,2,0,0,CORPORATION,0,1,24183.333333333332
1.0,12.99959116,77.75350731,ANYONE,0,0,0,1.0,BOTH,550,1,E,1,1,5,CORP_BORE,1,4,9304.166666666666
1.0,12.94160273,77.63121947,ANYONE,0,0,0,1.0,TWO_WHEELER,400,1,NE,1,2,3,CORP_BORE,1,1,10568.75
3.0,12.93759462,77.70447928,FAMILY,1,1,1,1.0,BOTH,1576,3,E,3,2,3,CORP_BORE,4,12,28337.5
3.0,12.9192477,77.6428981,ANYONE,1,0,1,1.0,FOUR_WHEELER,1455,2,W,3,3,12,CORP_BORE,4,9,34433.333333333336
2.0,12.92461249,77.6668228,ANYONE,0,0,0,2.0,BOTH,1375,2,E,2,3,4,CORPORATION,2,4,27775.0
2.0,12.92525674,77.60756412,ANYONE,0,0,0,1.0,TWO_WHEELER,675,2,N,3,1,4,CORP_BORE,1,2,14178.333333333334
1.0,12.93665189,77.60681047,FAMILY,0,0,0,0.0,TWO_WHEELER,400,1,E,0,0,3,CORP_BORE,0,6,10420.833333333334
2.0,12.90928894,77.59907915,ANYONE,0,0,0,0.0,BOTH,1200,2,N,0,0,2,CORPORATION,0,3,19695.833333333332
1.0,12.90591841,77.53800141,FAMILY,0,0,0,1.0,TWO_WHEELER,650,1,N,3,0,4,CORP_BORE,0,5,10732.5
1.0,12.90055222,77.63951344,FAMILY,0,0,0,1.0,TWO_WHEELER,600,1,N,2,2,3,CORP_BORE,1,2,10114.166666666666
3.0,12.90779513,77.67896592,FAMILY,1,1,1,1.0,BOTH,1700,2,W,3,0,4,CORP_BORE,2,9,29349.991666666665
2.0,12.9884164,77.6895542,FAMILY,1,1,1,2.0,BOTH,1184,2,E,2,10,15,CORP_BORE,2,16,31954.166666666668
2.0,12.94545844,77.55497367,FAMILY,0,0,0,1.0,TWO_WHEELER,800,1,E,2,1,1,CORP_BORE,0,3,12829.166666666666
3.0,12.97953804,77.74905628,FAMILY,0,1,0,1.0,BOTH,1600,3,E,3,4,4,CORP_BORE,2,11,25896.666666666668
2.0,12.90646938,77.59597058,FAMILY,0,0,0,1.0,BOTH,1200,2,E,2,0,0,CORPORATION,0,4,18790.0
3.0,12.99347399,77.62045739,ANYONE,1,1,0,1.0,BOTH,1300,3,E,3,1,3,CORP_BORE,1,10,35616.666666666664
2.0,12.9463965,77.6825476,ANYONE,0,0,0,1.0,BOTH,1200,2,E,6,0,1,BOREWELL,1,5,21481.6
